Age,Gender,family_history_No,family_history_Yes,work_interfere_Never,work_interfere_Often,work_interfere_Rarely,work_interfere_Sometimes,work_interfere_Unknown,no_employees_1-5,no_employees_100-500,no_employees_26-100,no_employees_500-1000,no_employees_6-25,no_employees_More than 1000,remote_work_No,remote_work_Yes,tech_company_No,tech_company_Yes,benefits_Don't know,benefits_No,benefits_Yes,care_options_No,care_options_Not sure,care_options_Yes,wellness_program_Don't know,wellness_program_No,wellness_program_Yes,seek_help_Don't know,seek_help_No,seek_help_Yes,anonymity_Don't know,anonymity_No,anonymity_Yes,leave_Don't know,leave_Somewhat difficult,leave_Somewhat easy,leave_Very difficult,leave_Very easy,mental_health_consequence_Maybe,mental_health_consequence_No,mental_health_consequence_Yes,phys_health_consequence_Maybe,phys_health_consequence_No,phys_health_consequence_Yes,coworkers_No,coworkers_Some of them,coworkers_Yes,supervisor_No,supervisor_Some of them,supervisor_Yes,mental_health_interview_Maybe,mental_health_interview_No,mental_health_interview_Yes,phys_health_interview_Maybe,phys_health_interview_No,phys_health_interview_Yes,mental_vs_physical_Don't know,mental_vs_physical_No,mental_vs_physical_Yes,obs_consequence_No,obs_consequence_Yes,self_employed_Unknown,self_employed_Yes,age_group_Adult,age_group_Middle Age,age_group_Senior
0.0043514496137795145,0.03231333585696354,0.06922937944834814,0.05687466307492071,0.03651980580114303,-0.011755620613182447,-0.007066518089128933,0.09601602960301495,0.07768304227608039,3.1414828966672677e-06,0.002572842044151086,0.019724744255624295,0.0006597423264476251,0.004825363280856524,0.0013118595575552843,0.0033315393040044754,0.002541435218032784,0.0004957113221471995,0.0009851817562875893,0.013126676805778432,0.005630544856657614,0.030923641401941572,-0.005986317847148544,0.0059450672382160945,-0.02562200113304015,-0.0005560227492006652,0.005551777513484929,0.005383973651603076,-0.0013358303378407381,0.0005650952852524802,0.0023148725078064513,-0.006368621352976634,-0.00010577837423893113,-0.0074513532672022854,-0.0037244886283295956,-0.0015176895380999674,0.005717702928350769,-4.985909813074505e-05,-0.00490102032697727,-0.006621719386893169,-0.010368098504386407,-0.001552976089418807,0.0028347257144542936,-0.0006401084583452898,-7.967923985604081e-05,0.008554466926252259,0.0013109329312358004,-9.653468070766348e-05,-0.0012336850348352972,-0.0006081202084628562,0.004214457979914584,0.001822693414771111,-1.9155163927469684e-05,-0.00014849966865868334,0.004398061527197617,0.0004339356519787762,-0.001655671976305948,0.00534268996200189,0.0046453804652970485,0.004117987987079456,-0.0009203512407384813,-0.0006467737889244347,0.0003319240974403739,0.0016422769103350736,0.0008219829742913252,-0.00029027604076071795,-2.2344131863904685e-05
0.01729886797178976,-0.0032814904307347094,0.11250953102213525,0.09606552036547,-0.08875757376501314,-0.018815228302031608,-0.01343794609271736,-0.0494085477744214,0.06933735447862314,-0.00019071998662475843,0.0027628602140596964,-0.0006833589282633265,0.003694069293700473,0.0016835749477113874,0.015352049097753662,0.0025309754794190947,-0.00021219536381010762,0.0033920134423176406,0.005232955150068458,-0.007938622041244245,0.0025315716680953744,-0.011309318940290065,-0.005579484696766305,0.003029537046712874,-0.016373633429622985,-0.0010573735520628996,0.004346924672007041,0.0005753950651457106,0.01693031331243975,0.010649221766518698,0.00034946040126212027,-0.004797369810877384,-0.0010347082077491684,-0.003840428125450191,-0.0055669443943108105,-0.0022726991159190066,0.00275056669376252,-0.00024792232509581927,0.0024079173868394687,0.016463831467562667,0.010635039008519916,0.007302317948445222,0.006203414082761986,0.003891999002998949,0.0015906021942442092,0.01160737908047294,0.013501249887459155,-0.0011664792285782937,0.002539277922410493,0.0014380443465739864,0.004322607866717029,0.003049206221095229,-0.00033395209500384875,-0.0004822359808072873,0.011678489657507196,0.009608761454428441,-0.003490182152097922,0.005702519795983003,0.026088860692664764,0.004320044858477977,0.0009870673616927533,-0.0014171339336787765,0.0008240923748126783,0.001304961296211773,0.018365966349983796,0.0006118515584149186,-4.769524808744795e-05
0.003341263971216383,0.02561366261075343,0.04936960257474811,0.04486076076828034,0.03732883572315914,-0.011180826052433694,-0.006256125623791157,0.06976103692358226,0.06687703696245771,0.0022153153722057933,0.0006690604416295983,0.006176204703343149,0.0011651134652432833,0.003632233753793736,0.0020799253838975117,0.0031487715432056813,0.0016736810868723008,-0.0003019004036397881,-0.0006121267464029244,0.009466089398727128,0.003800725211456858,0.023535211593696453,0.005987565600350435,0.008020925550985198,0.047096659452550316,-0.0003490787960655085,0.001394117611319459,0.001830521527124785,0.0007421007335214402,0.0003782525961896086,0.001478990907424017,0.01268934454012671,0.0002210820534319434,0.016400776134590008,0.007192339725599531,-0.0004969078587133428,-0.0068253410615769046,-0.0005418584668220816,-0.0003630972771650286,-0.0016125465369739237,-0.006434952807356981,-0.0025976273788602205,0.0012392064157862248,0.0007915870753865409,-0.00011592140477416749,0.011310132181493017,0.0004140576042383017,0.01041380596199813,0.0008568312414755236,0.0013621407311312694,-0.0007272304756504193,0.003882946174979592,0.0003680070087260487,-0.0003587488930969038,-0.006319379022381607,0.00017776468186791192,-0.0007474872596817807,0.004259244091840626,0.0009889321477201962,0.0013408163285201357,0.013375687118824276,0.006663217584548769,0.0002795221896426512,0.0013085871009957113,0.001956331632024813,0.0004389491241088127,-8.798267392142271e-06
0.009987051439329703,-0.005497292612885631,0.07232740379171286,0.0639351310415847,0.041711755208827556,-0.013598467901718496,0.046948206669622815,-0.03203057475425932,0.07755319383891583,-0.00012683667304270085,-0.00023441634390520188,0.0008761502268862286,0.0009710084546826133,0.0014079427220476577,-0.0053594219059757385,0.003269210626088209,0.0026130019052320436,-9.834254838714724e-05,-0.0033050952900121238,0.013151931411734583,0.001498360878249113,0.026612310132047977,0.013323858585162555,0.005997552465593231,0.05863758423257281,-0.0003314748676461873,-0.0009587672890941057,0.010668088389419786,-0.0013087967162802219,0.0018931314586117848,-0.001196458485783591,0.01008078627869316,-0.00018179195801797836,0.013355320892358196,0.0011708733990220695,-0.0008127803730903733,0.001611477386180251,0.01576518227110577,0.0025700706046447373,0.004197290005360851,0.0065767221290187255,0.0012369799990253065,0.004114562537965425,0.006460134582509677,6.798372792152342e-05,0.004673572029702311,-0.002067546043395846,-0.0023056537993572613,0.001206044387291479,-0.005555927737618309,0.0028029207902539816,0.0035734514651253073,0.0029254654939085065,-0.00025199247654374406,0.007583093164334293,0.004332012540581025,-0.0014687418935474704,0.002469166598607356,0.0002579578979758511,0.0013437356667850878,-0.0010488899847790358,-0.002313428602066041,0.0005258826229066901,0.0012917357259894086,0.00020341455870174498,-2.891613361968824e-05,2.79241407478036e-05
0.0037347443797853034,-0.006049499781654407,0.09099517552374377,0.06820253321561398,0.03717392808000967,0.11615021826373514,-0.008331690628019644,-0.025411481928461203,0.07989853223271699,-6.556482324542024e-05,0.0019897180194692323,0.005624658048229936,0.001039552319596465,0.005051813893209285,-0.00016902757358891224,-0.002304911767792838,-0.0015878942373977667,0.0014705062395742468,0.003264977002070301,0.019677872232715634,-0.0013088287507752102,-0.01625061578410525,-0.006833765641441915,0.005211893317453739,-0.021129787862951065,-0.00016090106387565617,0.002570680168956622,0.002900342231036557,0.00043241087315256657,0.0030344116941745823,0.0019538716155861786,-0.0036286313680619544,-0.00028078649044538097,-0.00622929280565303,0.0023472816853503955,-0.0024733317075954,0.0012940827428479854,0.0003255890255377604,0.0001054647960100667,0.0006321717382170042,0.001810822937958311,-0.0023943238815560047,-0.0027051953317312476,0.0010368233410586458,0.000680745212795362,0.009871675293472762,0.005724852494907682,0.035916309584568325,-0.00016008741453886173,0.003314269213988186,0.0006746915207724476,0.005442907706430454,0.0008512053397592041,-0.0003522914788597902,0.003162115444964757,-0.0013552142195622497,-0.0014101437634164756,0.00627258655242488,0.018951242909881545,-0.00025467526206276764,-0.0019404047888319132,-0.0014443689154126026,0.00030539971632423347,0.0009344702178746046,0.008707372030238391,-0.0007661219015263599,-1.6059699637040176e-05
0.0037271159328004025,-0.009167708280672893,0.08076223813172859,0.056852500852049404,0.04037372341009616,0.11250711677043228,-0.00968359499926717,-0.02036865545700964,0.08777250251154657,0.0009159658029520116,0.00474226085858333,-0.003442265314643811,0.0015874846382351062,0.004653988309176697,0.003906220046007166,0.002869940668190896,0.002028565624159693,0.0019989850854185286,0.0006259099256306811,0.01833695787310711,0.0050287998791276566,0.028746419988581316,0.013640744220049373,-0.00011001112949573182,-0.021188053553965747,0.0036283245405395025,-0.00010279967579646487,0.007783501240273837,-0.0019733406903183004,0.003893608363141636,-0.006438283599577572,-0.0011040818218633665,0.0003357359710961463,-0.004170277645238578,-0.003327661076342701,-0.0015028758748741632,0.004226701964519064,-0.0013369222948217542,0.0017478868464769683,0.005326787959038459,0.007813355594362243,-0.0011931207788502655,0.00016830137968650144,-0.0007278702961172457,0.0006561930970797861,0.006227258169584514,0.0011709282056943731,-0.0031959190506982605,0.004646959314978161,0.0030851149396715987,0.005483817358935056,0.004318291146089742,0.001433747615426022,-0.0002202343636964221,0.007900985680542759,-2.6871409401759727e-06,0.00023089240710135917,-0.004380876737448777,-0.004505484907538115,0.0002976003781049157,-0.0008748499090712005,-0.0031413747967653644,0.0006541868085055666,0.0012523331254801165,0.003148113446568026,-0.0006071377402429857,-1.6958961499702982e-05
-0.019371900819341415,-0.01603471470274637,0.027869828023471595,0.02887622755826026,0.029989271317332276,0.0632666855585593,-0.015447345163890187,-0.06962248827335411,0.06418199284801436,-0.0015600506426437799,-0.0001761664245206014,-0.008685688462741451,-0.0009887179847138613,-0.0057771387076981885,0.0009742979283950385,-0.012521849130572827,-0.015893949185583414,0.00041000885536562215,0.000440107242203815,0.0055549121314809125,-0.021434486710943404,-0.035527697225507054,-0.0033365895784784037,-0.0221880144219504,-0.036535285880489606,-0.0034212520109896077,-0.005260981857256064,-0.002783264711993662,-0.007415458132672866,-0.000569615781566983,0.0005931846690010786,-0.013241081074116473,-0.0016226346159053274,-0.010175154751801382,-0.011496606332663126,-0.003000281041651309,-0.0006356838591314419,-0.0022195254366137924,-0.0032815108803347483,-0.009386913552152652,0.00038173354466074124,-0.008664504225701107,-0.00945031390861134,-0.005095828865762715,0.00038409661274656475,0.0016200965183378088,-0.007753596643012023,-0.010179126497682458,-0.0029617524339177175,-0.017154558762025856,-0.003993139848150024,-0.026704443312891433,-0.015200623233789906,-0.00041260879398548697,-0.02477623919418307,-0.0029330705130205443,-0.008126050102928207,-0.011892531901831151,-0.0047487173062399635,-0.005530229255431254,-0.007102658758043819,-0.003780905935442303,0.0002949675197391927,-0.002177267073464901,-0.002286889700663243,-0.0005414894906558024,-3.37972320971145e-05
0.0023339762417312884,0.07121605305604226,-0.04276512300599235,-0.029901740631032677,0.04909703901520079,-0.013985985923944753,0.05945501751546336,-0.039382532983583206,0.08933426087904,0.00024086056693976382,0.00019855060148858087,-0.001029432775856417,0.0005001145068707531,-0.0015225966681393385,0.004042543622712828,-0.0005656805353506243,-0.00014519391543054263,-0.000560523501709845,-0.0006030509665793621,0.012614920799260455,0.006319108872733775,0.05170499852123616,-0.005869109308323229,0.00845110893065563,-0.029622487757558737,-0.0009906077264310782,0.0028163004421762347,0.0047369165865696556,0.001980803769541492,-0.0011664765842960257,3.764643545754136e-05,0.007073235663515406,0.001004623463829861,0.021583178774270666,0.005347904839770383,0.00223695368833777,0.0014552345461710113,-0.000523388581291663,0.0027334008816738684,0.009267711113385797,0.004173228890552754,0.001476580958879209,0.004011519529007133,0.005157664567939426,-0.00047546956880650305,0.004333783969975225,0.0020045665168846732,0.028129922258389645,0.007110287744351828,-0.000668513033095849,0.006005801409678162,0.0021885873989000862,0.003290664981877097,-0.0003175788248111031,0.002066609711275628,0.0020647586812645143,-0.0005545718389312985,0.006674001573814828,-0.0009876717433840074,0.0032947535364511566,-0.001720966366742855,-0.0036547017402855635,0.0012782702817740674,0.001957466826646691,0.00042601092338486786,-0.0006625278173589116,-2.5991312174045832e-05
-0.0036837811884996305,-0.006100585031722841,0.05630420535465206,0.046613393815923235,0.04347788338842196,0.10277324827151248,-0.01154118159612361,-0.032774815649474216,0.08022266166645281,0.000729159621032688,0.0019815069151662883,-0.0013709623602305833,0.0008798883679837473,-0.007657965517513086,0.0016480137045343263,0.004256821943683149,0.0018502961222527513,0.0017735529012568086,0.0027978572731324237,0.014704487120875563,0.003880981698606267,0.025083867894741797,0.009370402018131243,0.00890457870808619,0.0368041645515681,-0.0007547915400186766,0.0012340206958935715,0.0027518919057457508,0.004035402697571907,0.0016765404121465454,0.0020276690554078035,0.011005599163933368,0.0001855863673192215,0.013825660173555103,0.004368550138793428,8.764506810171482e-05,-0.008233697076161646,-0.0007887678785856404,-0.0010732338633372613,-0.0034933243620662085,-0.002806425415864324,-0.0028181651118048025,-0.00047405921681181653,-0.0014607973736343286,0.0003038484485549218,0.0062830285754728364,0.0105810098482459,0.01785254414522758,-0.002411710304263484,0.0032520770864000537,0.005943157415338383,-0.006561556374058188,0.00044041147058525315,-0.00026299182629072575,-0.005599447318660244,0.0022408297452890915,-0.0020134929926753685,-0.002945864303088802,-0.0012889616574347413,-0.0028072552504553473,-0.00030451643636041623,-2.6966034112500228e-05,0.0005650986876788286,0.0021556559000386693,-0.0020943676866142973,0.00019996314876021391,1.541861801807438e-06
-0.004668174620689118,0.03960622509478432,-0.0364541099750668,-0.03422329235418317,0.016020576377322442,-0.02346679713071807,-0.013146226248464586,-0.08097169349929619,-0.21219557687717952,4.849024353787504e-05,-0.0007444598028155512,-0.0019337820379791016,0.0006001270874859272,-0.0024489926818324487,0.000455464345765253,0.0003419524591304878,0.0003024540024680366,-0.0032682761219327977,-0.0009482530820716401,-0.009071170257936035,0.0015340565854885465,-0.013746854208314518,0.005255546922557971,-0.01497026166765658,-0.02772809103960207,-0.0016833235658535936,-0.0018494315097971278,-0.0019689611897486204,-0.0020352061540586277,-0.002868504980559554,0.000151928864249594,-0.0025926822094276053,-0.00015055125484135027,-0.003030389039427069,0.002849173535459743,-0.0046702384572297004,0.001051887463765226,-0.001416831177928441,0.007735207601456438,0.0007616363794071926,0.002279813087384746,-0.0025563878507306155,-7.780635077060568e-05,-0.00385569317621246,9.488943000360018e-05,-0.012087152229689034,0.0008185574673488917,-0.002600844559332701,-0.0028675716930927084,0.001228380133394932,0.004562320570928834,0.0012332591327079202,0.0018141659027611098,-0.0003214977314759448,0.00017416962163207086,0.00020810469892286002,0.007110692530548863,0.00034151173807291086,-0.0037567334707033365,-0.0024791035575777447,-0.0044997755036561135,-0.004033537940772117,-0.00010194368882777398,-0.0004823055678371821,-0.00044435994340074605,-0.000419843403514206,-1.888348036989669e-05
